Date,Adj Close,Close,High,Low,Open,Volume
02/06/2016,744.2700195,744.2700195,747.2999878,737,746.0999756,1695800
03/06/2016,735.8599854,735.8599854,741.4899902,733.9099731,741.4899902,1230400
06/06/2016,730.0599976,730.0599976,738.5,728.289978,738.5,1499600
07/06/2016,731.0900269,731.0900269,736.710022,730.7999878,733.2700195,1215700
08/06/2016,742.9299927,742.9299927,743.8099976,735.7700195,739.5,1615700
09/06/2016,742.5200195,742.5200195,743.9299927,736.5,737.0700073,959000
10/06/2016,733.1900024,733.1900024,739.6400146,730.5100098,735.9500122,1452500
13/06/2016,731.8800049,731.8800049,739,729.8200073,729.8200073,1167700
14/06/2016,733.25,733.25,736,726.5,729.3099976,1329200
15/06/2016,732.1900024,732.1900024,737.1500244,731.3099976,734.9199829,1161700
16/06/2016,724.25,724.25,730.3900146,715.539978,727.960022,2250100
17/06/2016,704.25,704.25,721.3900146,701.1199951,721.3900146,4113100
20/06/2016,706.1300049,706.1300049,715.8699951,705.4099731,710.3099976,2282700
21/06/2016,708.8800049,708.8800049,715.3800049,704.6599731,710.0499878,1515900
22/06/2016,710.4699707,710.4699707,714.210022,705.8800049,714.0499878,1452900
23/06/2016,714.8699951,714.8699951,714.8800049,700.25,710.5499878,2125000
24/06/2016,685.2000122,685.2000122,705,684.9099731,690.1699829,4771800
27/06/2016,681.1400146,681.1400146,683.3300171,672.6599731,682.4899902,2907300
28/06/2016,691.2600098,691.2600098,692.7399902,684.8499756,691.3699951,1912300
29/06/2016,695.1900024,695.1900024,699.5,692.6799927,694.2600098,2156200
30/06/2016,703.5300293,703.5300293,703.7700195,694.9000244,697.6500244,2112500
01/07/2016,710.25,710.25,712.5300293,703.7299805,705.0999756,1549200
05/07/2016,704.8900146,704.8900146,708.1199951,699.1300049,705.0100098,1422000
06/07/2016,708.9699707,708.9699707,713,699,699.8400269,1445100
07/07/2016,707.2600098,707.2600098,710.1699829,700.6699829,710.1099854,1058700
08/07/2016,717.7800293,717.7800293,717.9000244,708.1099854,710.5599976,1497300
11/07/2016,727.2000122,727.2000122,728.9299927,718.8699951,719.4199829,1441100
12/07/2016,732.5100098,732.5100098,735.5999756,727.5,731.9199829,1323400
13/07/2016,729.4799805,729.4799805,735.5200195,729.0200195,735.5200195,1021800
14/07/2016,735.7999878,735.7999878,736.1400146,730.5900269,733.9400024,1070400
15/07/2016,735.6300049,735.6300049,741,734.6400146,741,1617100
18/07/2016,753.2000122,753.2000122,755.1400146,736.5100098,737.9099731,1934900
19/07/2016,753.4099731,753.4099731,756.5900269,748.4899902,749.8699951,1521800
20/07/2016,757.0800171,757.0800171,760.6400146,754.0499878,754.0499878,1125100
21/07/2016,754.4099731,754.4099731,758.1500244,751.5200195,757,953100
22/07/2016,759.2800293,759.2800293,759.4500122,752.6599731,757.3200073,1046000
25/07/2016,757.5200195,757.5200195,759.8200073,754.0700073,757.6799927,1073300
26/07/2016,757.6500244,757.6500244,759.2600098,752.75,757.5200195,1189600
27/07/2016,761.9699707,761.9699707,764.4500122,755.9299927,758.9699707,1608600
28/07/2016,765.8400269,765.8400269,768.9699707,759.0900269,768.8400269,3673200
29/07/2016,791.3400269,791.3400269,803.9400024,790,797.710022,5090500
01/08/2016,800.9400024,800.9400024,807.4899902,785.039978,786.6699829,3029700
02/08/2016,800.1199951,800.1199951,802.3200073,794.5300293,797.3300171,1996400
03/08/2016,798.9199829,798.9199829,799.539978,793.0200195,796.4699707,1460300
04/08/2016,797.25,797.25,800.2000122,793.9199829,798.2399902,1076000
05/08/2016,806.9299927,806.9299927,807.2199707,797.8099976,800.1099854,1807300
08/08/2016,805.2299805,805.2299805,807.5999756,801.6900024,806,1221300
09/08/2016,807.4799805,807.4799805,813.3300171,804.0599976,804.4899902,1607700
10/08/2016,808.4899902,808.4899902,810.8800049,806.4899902,807.0499878,918500
11/08/2016,808.2000122,808.2000122,813.8800049,806,810.4699707,1282300
12/08/2016,807.0499878,807.0499878,807.1900024,803.6400146,805.0900269,897300
15/08/2016,805.960022,805.960022,811.3599854,804.0300293,807.210022,929800
16/08/2016,801.1900024,801.1900024,804.2600098,797,803.5,1057900
17/08/2016,805.4199829,805.4199829,805.6300049,796.2999878,800,1066100
18/08/2016,802.75,802.75,808,801.6300049,805.3599854,864600
19/08/2016,799.6500244,799.6500244,801.2299805,796.8800049,799.789978,1120800
22/08/2016,796.9500122,796.9500122,799.2999878,794.3300171,798.5100098,852800
23/08/2016,796.5900269,796.5900269,801,795.9899902,800.4799805,917500
24/08/2016,793.5999756,793.5999756,798.460022,790.7600098,796.8599854,1283600
25/08/2016,791.2999878,791.2999878,794.7199707,787.2299805,792,1202700
26/08/2016,793.2199707,793.2199707,799.4000244,789.4099731,792.4899902,1248900
29/08/2016,795.8200073,795.8200073,798.5200195,790.3200073,793.0499878,773700
30/08/2016,791.9199829,791.9199829,798,789.4699707,792.8800049,1167400
31/08/2016,789.8499756,789.8499756,791.5700073,787.2000122,789.5999756,1071400
01/09/2016,791.4000244,791.4000244,792.8900146,786.3300171,791.9799805,1303500
02/09/2016,796.8699951,796.8699951,797.0999756,793.2600098,795.2700195,1349900
06/09/2016,808.0200195,808.0200195,810.8900146,795.4299927,798.3900146,1989500
07/09/2016,807.9899902,807.9899902,810.5999756,803.7199707,807.9299927,1145300
08/09/2016,802.8400269,802.8400269,808.4199829,801.0100098,805.2199707,1177700
09/09/2016,788.4799805,788.4799805,801.75,788.0499878,798.7700195,1887600
12/09/2016,798.8200073,798.8200073,800.1699829,783.5,784.5200195,1863700
13/09/2016,788.7199707,788.7199707,795.789978,784.3300171,794.0100098,1809000
14/09/2016,790.460022,790.460022,796.3300171,787.5300293,787.5300293,1292100
15/09/2016,801.2299805,801.2299805,803.6500244,788.6599731,790.0100098,1557200
16/09/2016,797.9699707,797.9699707,799.0200195,793.6199951,799.0200195,2130600
19/09/2016,795.3900146,795.3900146,803.9899902,793.5599976,801.1099854,1149500
20/09/2016,799.7800293,799.7800293,802.75,798.2600098,800,1049200
21/09/2016,805.0300293,805.0300293,805.9099731,796.0300293,801.2600098,1348500
22/09/2016,815.9500122,815.9500122,819.0599976,807.710022,810,1759300
23/09/2016,814.960022,814.960022,817,812.7299805,815.1400146,1411700
26/09/2016,802.6500244,802.6500244,810.0800171,800.4500122,809.8200073,1472700
27/09/2016,810.7299805,810.7299805,813.4899902,801.8300171,801.8300171,1367300
28/09/2016,810.0599976,810.0599976,810.25,802.7800293,804.0800171,1470300
29/09/2016,802.6400146,802.6400146,813.9099731,800.8599854,807.2299805,1350000
30/09/2016,804.0599976,804.0599976,808.0900269,801.5,803.5999756,1660200
03/10/2016,800.3800049,800.3800049,803.539978,796.2299805,802.5499878,1489200
04/10/2016,802.789978,802.789978,806.5,799.6699829,805,1258700
05/10/2016,801.2299805,801.2299805,808.5,800.710022,806,1213800
06/10/2016,803.0800171,803.0800171,806.9500122,800.5100098,804.0800171,1099900
07/10/2016,800.710022,800.710022,805.9400024,796.8200073,805.9299927,1163100
10/10/2016,814.1699829,814.1699829,817.3800049,802.2399902,803.9299927,1496100
11/10/2016,809.5700073,809.5700073,819.8599854,807.3699951,814.1699829,1721600
12/10/2016,811.7700195,811.7700195,814.5,808.5499878,811.960022,907900
13/10/2016,804.0800171,804.0800171,806.5599976,798.6199951,806.0700073,1369000
14/10/2016,804.5999756,804.5999756,810.0900269,802.3200073,807.4500122,1111900
17/10/2016,806.8400269,806.8400269,813.4899902,803.8300171,805.9899902,1056400
18/10/2016,821.4899902,821.4899902,828.8099976,813.3300171,814.210022,2289300
19/10/2016,826.8400269,826.8400269,829.7999878,822.8800049,822.8800049,1500100
20/10/2016,821.6300049,821.6300049,828.4699707,820.5499878,827.5599976,1393900
21/10/2016,824.0599976,824.0599976,824.289978,818.3099976,820,1615800
24/10/2016,835.7399902,835.7399902,837.9400024,829.039978,830.0900269,1447600
25/10/2016,828.5499878,828.5499878,838.5,825.2999878,838.5,1890700
26/10/2016,822.0999756,822.0999756,827.710022,816.3499756,827.1199951,1794900
27/10/2016,817.3499756,817.3499756,826.5800171,814.6099854,823.0100098,2973500
28/10/2016,819.5599976,819.5599976,839,817,829.9400024,4354900
31/10/2016,809.9000244,809.9000244,822.6300049,808,822.4299927,2242700
01/11/2016,805.4799805,805.4799805,813.960022,798.2600098,810.8699951,2355900
02/11/2016,788.4199829,788.4199829,806.7600098,785,806.7600098,2350700
03/11/2016,782.1900024,782.1900024,790,778.6300049,784.5,2175200
04/11/2016,781.0999756,781.0999756,788.4799805,771,771.2999878,1970600
07/11/2016,802.0300293,802.0300293,805,792.9000244,794.9500122,1992600
08/11/2016,811.9799805,811.9799805,816.039978,799.6199951,802.0300293,1769100
09/11/2016,805.5900269,805.5900269,811.710022,792.039978,801.8300171,3098500
10/11/2016,780.289978,780.289978,810.0599976,768.2299805,810,5909600
11/11/2016,771.75,771.75,777.289978,765.539978,776.8099976,3592600
14/11/2016,753.2199707,753.2199707,771.7800293,743.5900269,771.7600098,3688300
15/11/2016,775.1599731,775.1599731,780.2399902,765.2199707,765.4699707,2943900
16/11/2016,779.9799805,779.9799805,783.5,766.3300171,770.4199829,1798400
17/11/2016,786.1599731,786.1599731,788.9000244,779.8499756,782.5,1533700
18/11/2016,775.9699707,775.9699707,791.289978,775.3499756,787.1699829,1806300
21/11/2016,784.7999878,784.7999878,786.5499878,776.2999878,778.0999756,1630800
22/11/2016,785,785,793.7700195,783.7399902,788.9899902,1394200
23/11/2016,779,779,789.5200195,772.6500244,789.5200195,1313000
25/11/2016,780.2299805,780.2299805,782.9000244,778.1900024,782.6099854,613500
28/11/2016,785.789978,785.789978,799.7399902,778.0999756,778.3499756,2575400
29/11/2016,789.4400024,789.4400024,796.4400024,785.3400269,788.3800049,1562000
30/11/2016,775.8800049,775.8800049,791.5100098,773.1500244,789.0999756,2279100
01/12/2016,764.3300171,764.3300171,778.5999756,753.3599854,778.5499878,2867100
02/12/2016,764.460022,764.460022,770.5,759,761.9000244,1718800
05/12/2016,778.2199707,778.2199707,780,766.9699707,770,1688500
06/12/2016,776.1799927,776.1799927,785.2800293,773.3200073,780.1900024,1734100
07/12/2016,791.4699707,791.4699707,792,773.5300293,779.9500122,2029400
08/12/2016,795.1699829,795.1699829,799,787.9099731,792.9500122,1612500
09/12/2016,809.4500122,809.4500122,809.9500122,798.0499878,799.2999878,1904500
12/12/2016,807.9000244,807.9000244,811.3499756,804.5300293,804.8200073,1628600
13/12/2016,815.3400269,815.3400269,824.2999878,811.9400024,812.3900146,2128200
14/12/2016,817.8900146,817.8900146,824.2600098,812.7800293,815.9199829,1799700
15/12/2016,815.6500244,815.6500244,823,812,817.3599854,1769700
16/12/2016,809.8400269,809.8400269,819.2000122,808.1199951,818.3099976,2598900
19/12/2016,812.5,812.5,816.2199707,804.5,809.2800293,1263600
20/12/2016,815.2000122,815.2000122,816.4899902,811,813.3699951,1271900
21/12/2016,812.2000122,812.2000122,815.7199707,805.0999756,815.7199707,1459600
22/12/2016,809.6799927,809.6799927,811.0700073,806.0300293,809.0999756,1131600
23/12/2016,807.7999878,807.7999878,810.9699707,805.1099854,808.0100098,765500
27/12/2016,809.9299927,809.9299927,816,805.7999878,808.6799927,976000
28/12/2016,804.5700073,804.5700073,813.3300171,802.4400024,813.3300171,1214800
29/12/2016,802.8800049,802.8800049,805.75,798.1400146,802.3300171,1057400
30/12/2016,792.4500122,792.4500122,803.289978,789.6199951,803.210022,1735900
03/01/2017,808.0100098,808.0100098,811.4400024,796.8900146,800.6199951,1959000
04/01/2017,807.7700195,807.7700195,813.4299927,804.1099854,809.8900146,1515300
05/01/2017,813.0200195,813.0200195,813.7399902,805.9199829,807.5,1340500
06/01/2017,825.210022,825.210022,828.960022,811.5,814.9899902,2017100
09/01/2017,827.1799927,827.1799927,830.4299927,821.6199951,826.3699951,1408900
10/01/2017,826.0100098,826.0100098,829.4099731,823.1400146,827.0700073,1197400
11/01/2017,829.8599854,829.8599854,829.9000244,821.4699707,826.6199951,1325400
12/01/2017,829.5300293,829.5300293,830.3800049,821.0100098,828.3800049,1349500
13/01/2017,830.9400024,830.9400024,834.6500244,829.5200195,831,1290200
17/01/2017,827.460022,827.460022,830.1799927,823.2000122,830,1440900
18/01/2017,829.0200195,829.0200195,829.8099976,824.0800171,829.7999878,1027700
19/01/2017,824.3699951,824.3699951,833,823.960022,829,1070500
20/01/2017,828.1699829,828.1699829,829.2399902,824.5999756,829.0900269,1306200
23/01/2017,844.4299927,844.4299927,845.539978,828.7000122,831.6099854,2457400
24/01/2017,849.5300293,849.5300293,851.5200195,842.2800293,846.9799805,1688400
25/01/2017,858.4500122,858.4500122,858.789978,849.7399902,853.5499878,1655400
26/01/2017,856.9799805,856.9799805,861,850.5200195,859.0499878,3493300
27/01/2017,845.0300293,845.0300293,867,841.9000244,859,3752500
30/01/2017,823.8300171,823.8300171,837.2299805,821.0300293,837.0599976,3516900
31/01/2017,820.1900024,820.1900024,823.0700073,813.4000244,819.5,2020200
01/02/2017,815.2399902,815.2399902,824,812.25,824,2251000
02/02/2017,818.2600098,818.2600098,824.5599976,812.0499878,815,1689200
03/02/2017,820.1300049,820.1300049,826.1300049,819.3499756,823.1300049,1528100
06/02/2017,821.6199951,821.6199951,822.3900146,814.289978,820.9199829,1350900
07/02/2017,829.2299805,829.2299805,831.9199829,823.289978,825.5,1666600
08/02/2017,829.8800049,829.8800049,834.25,825.1099854,830.5300293,1302200
09/02/2017,830.0599976,830.0599976,831.9799805,826.5,831.7299805,1194200
10/02/2017,834.8499756,834.8499756,837.1500244,830.5100098,832.9500122,1415100
13/02/2017,838.960022,838.960022,841.7399902,836.25,837.7000122,1295700
14/02/2017,840.0300293,840.0300293,842,835.8300171,839.7700195,1363300
15/02/2017,837.3200073,837.3200073,841.7700195,836.2199707,838.8099976,1357200
16/02/2017,842.1699829,842.1699829,842.6900024,837.2600098,838.5,1005100
17/02/2017,846.5499878,846.5499878,846.9400024,839.7800293,841.3099976,1461200
21/02/2017,849.2700195,849.2700195,852.2000122,846.5499878,847.9899902,1260300
22/02/2017,851.3599854,851.3599854,853.789978,846.710022,848,1224400
23/02/2017,851,851,852.6199951,842.5,851.0800171,1386700
24/02/2017,847.8099976,847.8099976,848.3599854,842.960022,847.6500244,1346200
27/02/2017,849.6699829,849.6699829,850.6699829,843.0100098,844.9500122,1010300
28/02/2017,844.9299927,844.9299927,848.8300171,841.4400024,847.3499756,1383100
01/03/2017,856.75,856.75,858,849.0200195,851.3800049,1818700
02/03/2017,849.8499756,849.8499756,856.4899902,848.7199707,856.3099976,1250900
03/03/2017,849.0800171,849.0800171,850.8200073,844.710022,848.9400024,1005000
06/03/2017,847.2700195,847.2700195,848.9400024,841.1699829,846.8599854,1047900
07/03/2017,851.1500244,851.1500244,853.3300171,845.5200195,847.2600098,1038700
08/03/2017,853.6400146,853.6400146,856.9299927,851.25,853.1199951,1028800
09/03/2017,857.8400269,857.8400269,860.710022,852.6699829,853.6900024,1347700
10/03/2017,861.4099731,861.4099731,864.2299805,857.6099854,862.7000122,1336600
13/03/2017,864.5800171,864.5800171,867.1300049,860.8200073,860.8300171,1166600
14/03/2017,865.9099731,865.9099731,867.5800171,860.1300049,863.75,1061700
15/03/2017,868.3900146,868.3900146,869.8800049,861.2999878,867.9400024,1332900
16/03/2017,870,870,872.710022,867.5200195,870.5300293,1104500
17/03/2017,872.3699951,872.3699951,874.4199829,868.3699951,873.6799927,1868300
20/03/2017,867.9099731,867.9099731,870.3400269,864.6699829,869.4799805,1542200
21/03/2017,850.1400146,850.1400146,873.4699707,847.6900024,870.0599976,2538000
22/03/2017,849.7999878,849.7999878,855.3499756,847,849.4799805,1366700
23/03/2017,839.6500244,839.6500244,841.6900024,833,841.3900146,3287700
24/03/2017,835.1400146,835.1400146,844,829.0999756,842,2105700
27/03/2017,838.5100098,838.5100098,841.3800049,824.2999878,828.0900269,1934600
28/03/2017,840.6300049,840.6300049,845.4000244,832.2700195,839.6900024,1519200
29/03/2017,849.8699951,849.8699951,851.5900269,841.3800049,842.75,1457300
30/03/2017,849.4799805,849.4799805,852,846.7700195,851.9799805,949400
31/03/2017,847.7999878,847.7999878,849.5599976,845.2399902,846.8300171,1441000
03/04/2017,856.75,856.75,859,847.5300293,848.75,1969400
04/04/2017,852.5700073,852.5700073,853,847.5100098,848,1348500
05/04/2017,848.9099731,848.9099731,860.5900269,847.5200195,854.710022,1855200
06/04/2017,845.0999756,845.0999756,853.5900269,844,849.5,1533600
07/04/2017,842.0999756,842.0999756,845.8800049,837.2999878,845,1111600
10/04/2017,841.7000122,841.7000122,846.7399902,840.789978,841.539978,1046200
11/04/2017,839.8800049,839.8800049,844.6300049,834.5999756,841.7000122,974300
12/04/2017,841.460022,841.460022,843.7199707,837.5900269,838.460022,1135800
13/04/2017,840.1799927,840.1799927,843.7299805,837.8499756,841.039978,1073700
17/04/2017,855.1300049,855.1300049,855.6400146,841.0300293,841.3800049,1049100
18/04/2017,853.9899902,853.9899902,857.3900146,851.25,852.539978,936200
19/04/2017,856.5100098,856.5100098,860.2000122,853.5300293,857.3900146,1080300
20/04/2017,860.0800171,860.0800171,863.9299927,857.5,859.7399902,1188800
21/04/2017,858.9500122,858.9500122,862.4400024,857.7299805,860.6199951,1172900
24/04/2017,878.9299927,878.9299927,879.960022,866.1099854,868.4400024,1696500
25/04/2017,888.8400269,888.8400269,892.25,879.2800293,882.2600098,2038000
26/04/2017,889.1400146,889.1400146,892.9899902,885.1500244,891.3900146,1323300
27/04/2017,891.4400024,891.4400024,893.3800049,887.1799927,890,2342300
28/04/2017,924.5200195,924.5200195,935.9000244,923.2199707,929,3845900
01/05/2017,932.8200073,932.8200073,935.8200073,920.7999878,924.1500244,2327800
02/05/2017,937.0900269,937.0900269,942.9899902,931,933.2700195,1751300
03/05/2017,948.4500122,948.4500122,950.2000122,935.210022,936.0499878,1824800
04/05/2017,954.7199707,954.7199707,959.1400146,947.3699951,950.289978,1937600
05/05/2017,950.2800293,950.2800293,958.4400024,948.0999756,956.7199707,1615500
08/05/2017,958.6900024,958.6900024,960.9899902,947.4000244,947.4500122,1876700
09/05/2017,956.710022,956.710022,962.2000122,954.4000244,961.3300171,1687900
10/05/2017,954.8400269,954.8400269,956.710022,949.8400269,956.2199707,1146000
11/05/2017,955.8900146,955.8900146,957.9899902,948.6099854,951.289978,1031100
12/05/2017,955.1400146,955.1400146,957.9799805,952.0599976,957.8499756,1214900
15/05/2017,959.2199707,959.2199707,962.7000122,952.8200073,955.289978,1337700
16/05/2017,964.6099854,964.6099854,965.9000244,960.3499756,963.5499878,1101500
17/05/2017,942.1699829,942.1699829,960.9899902,940.0599976,959.7000122,2449100
18/05/2017,950.5,950.5,954.1799927,941.2700195,943.2000122,1800500
19/05/2017,954.6500244,954.6500244,959.5599976,952,952.8200073,1360300
22/05/2017,964.0700073,964.0700073,964.8200073,956.5599976,957,1387400
23/05/2017,970.5499878,970.5499878,974.5100098,964.5,969.960022,1545400
24/05/2017,977.6099854,977.6099854,978.1199951,971.6300049,975.2600098,1133000
25/05/2017,991.8599854,991.8599854,995.7800293,977.8200073,979,1954100
26/05/2017,993.2700195,993.2700195,996.3900146,987.3599854,992,1636400
30/05/2017,996.1699829,996.1699829,997.6199951,991.3599854,992.5,1516200
31/05/2017,987.0900269,987.0900269,999.5999756,981.6799927,996.210022,1724100
01/06/2017,988.289978,988.289978,993.1400146,981.289978,990.960022,1306400
02/06/2017,996.1199951,996.1199951,996.4799805,987.0700073,988.5900269,1735500
05/06/2017,1003.880005,1003.880005,1007.400024,995.4500122,997.8900146,1378900
06/06/2017,996.6799927,996.6799927,1008.609985,994.7999878,1003.309998,1552100
07/06/2017,1001.5,1001.5,1003.909973,995.8699951,999.0900269,1374100
08/06/2017,1004.280029,1004.280029,1005.599976,996.6199951,1004.22998,1687900
09/06/2017,970.1199951,970.1199951,1005.5,953.3699951,1005.48999,3647900
12/06/2017,961.8099976,961.8099976,968,936.7999878,958.7199707,4202100
13/06/2017,970.5,970.5,977.9099731,962.0100098,972.039978,2005400
14/06/2017,967.9299927,967.9299927,979.7000122,959.5100098,975.5,1505500
15/06/2017,960.1799927,960.1799927,960.6799927,940.3699951,948.0200195,2427600
16/06/2017,958.6199951,958.6199951,959.9500122,948.7000122,957.9099731,2559200
19/06/2017,975.2199707,975.2199707,979.2999878,968.2000122,969.6500244,1468800
20/06/2017,968.9899902,968.9899902,980.789978,968.2000122,975.3099976,1297300
21/06/2017,978.5900269,978.5900269,979.5499878,969.4500122,970.789978,1161600
22/06/2017,976.6199951,976.6199951,980.5,973.3099976,976.8699951,1009500
23/06/2017,986.0900269,986.0900269,986.6199951,974.460022,975.5,1564000
26/06/2017,972.0900269,972.0900269,993.9899902,970.3300171,990,1517900
27/06/2017,948.0900269,948.0900269,967.2199707,947.0900269,961.5999756,2443600
28/06/2017,961.0100098,961.0100098,963.2399902,936.1599731,950.6599731,2745600
29/06/2017,937.8200073,937.8200073,951.6599731,929.5999756,951.3499756,3206700
30/06/2017,929.6799927,929.6799927,945,929.6099854,943.9899902,2287700
03/07/2017,919.460022,919.460022,934.2399902,915.3099976,933.2199707,1694800
05/07/2017,932.2600098,932.2600098,936.289978,918.6300049,924.2000122,2094100
06/07/2017,927.6900024,927.6900024,936.1400146,919.8499756,925,2014900
07/07/2017,940.8099976,940.8099976,944.6599731,929.789978,930.9899902,1663300
10/07/2017,951,951,953.1300049,941.9500122,941.9500122,1451500
11/07/2017,953.5300293,953.5300293,954.8900146,945.1199951,950.5200195,1461200
12/07/2017,967.6599731,967.6599731,969.6300049,957.039978,960.8599854,1602100
13/07/2017,968.8499756,968.8499756,978.7000122,964.7999878,970.7999878,1524600
14/07/2017,976.9099731,976.9099731,977.539978,970.1500244,974,1079600
17/07/2017,975.960022,975.960022,983.3499756,970.7999878,976.3200073,1660500
18/07/2017,986.9500122,986.9500122,990.8499756,972.039978,973.3599854,1413300
19/07/2017,992.7700195,992.7700195,995.5999756,987.0100098,990.0100098,1412100
20/07/2017,992.1900024,992.1900024,998.6799927,984.6199951,997,1418400
21/07/2017,993.8400269,993.8400269,995.1099854,984.1699829,989,1463300
24/07/2017,998.3099976,998.3099976,1006.190002,990.2700195,994.0999756,3984500
25/07/2017,969.0300293,969.0300293,976.7299805,963.7999878,970.7000122,5933600
26/07/2017,965.3099976,965.3099976,973.9500122,960.2299805,972.7800293,2221600
27/07/2017,952.5100098,952.5100098,969.5200195,937.0599976,969.1799927,3717900
28/07/2017,958.3300171,958.3300171,961.789978,945.3099976,947.9899902,1813800
31/07/2017,945.5,945.5,961.1900024,941.7299805,960,2283500
01/08/2017,946.5599976,946.5599976,954.4899902,944.960022,947.8099976,1402600
02/08/2017,947.6400146,947.6400146,949.0999756,932.5200195,948.3699951,2039400
03/08/2017,940.2999878,940.2999878,950,939.4400024,949.0999756,1123900
04/08/2017,945.789978,945.789978,947.539978,939.7999878,943.9500122,1254600
07/08/2017,945.75,945.75,948.960022,943.5,947.5200195,1445800
08/08/2017,944.1900024,944.1900024,952.4899902,942.4799805,944.289978,1505100
09/08/2017,940.0800171,940.0800171,943.7600098,933.9199829,938.4500122,1400900
10/08/2017,923.5900269,923.5900269,936.2999878,921.7800293,935,2707400
11/08/2017,930.0900269,930.0900269,933.3599854,921.2199707,923.710022,1616700
14/08/2017,938.9299927,938.9299927,941.039978,934.4899902,939.0700073,1150600
15/08/2017,938.0800171,938.0800171,943.0700073,936.6400146,941.0300293,1106500
16/08/2017,944.2700195,944.2700195,949.9000244,940.039978,941.25,1345300
17/08/2017,927.6599731,927.6599731,943.8099976,927.6400146,942.9500122,1695700
18/08/2017,926.1799927,926.1799927,931.0200195,923.4500122,926.9799805,1337400
21/08/2017,920.8699951,920.8699951,928.25,918.5999756,925.7700195,1301200
22/08/2017,940.4000244,940.4000244,941.960022,926.1699829,926.960022,1775100
23/08/2017,942.5800171,942.5800171,945.4299927,935.2399902,937,1134500
24/08/2017,936.8900146,936.8900146,946.3099976,930.7399902,943.710022,1294600
25/08/2017,930.5,930.5,940.7299805,930.0999756,939.210022,1187300
28/08/2017,928.1300049,928.1300049,934.8499756,926.1099854,931.8800049,1049400
29/08/2017,935.75,935.75,938.1900024,919.3099976,919.9500122,1158600
30/08/2017,943.6300049,943.6300049,945.8599854,934.0499878,935.6699829,1120300
31/08/2017,955.2399902,955.2399902,957.2000122,946.25,946.2999878,1693300
01/09/2017,951.9899902,951.9899902,958.3300171,950.2800293,957.4699707,1042900
05/09/2017,941.4799805,941.4799805,951.3900146,935.5999756,946.8599854,1457400
06/09/2017,942.0200195,942.0200195,944.5,932.6799927,943.8699951,1391500
07/09/2017,949.8900146,949.8900146,950.5,937.5300293,944.25,1116600
08/09/2017,941.4099731,941.4099731,950.7000122,940.0100098,949.7000122,999900
11/09/2017,943.289978,943.289978,952.6799927,941,947.2000122,1337400
12/09/2017,946.6500244,946.6500244,948.0900269,937.5,946.9199829,1284800
13/09/2017,950.4400024,950.4400024,952.8499756,944.7399902,945.5,1095400
14/09/2017,940.1300049,940.1300049,948.0300293,938.3599854,946,1427400
15/09/2017,935.289978,935.289978,941.75,931.25,940.0900269,1994300
18/09/2017,929.75,929.75,936.8599854,925.4000244,935.0100098,1473700
19/09/2017,936.8599854,936.8599854,937.9400024,926.6599731,933.4099731,1242700
20/09/2017,947.539978,947.539978,950,937.5,937.7299805,2004000
21/09/2017,947.5499878,947.5499878,952.7999878,939.3800049,948.1300049,1370700
22/09/2017,943.2600098,943.2600098,950,940.8400269,942.7700195,1074800
25/09/2017,934.2800293,934.2800293,939.75,924.5100098,939.4500122,1873400
26/09/2017,937.4299927,937.4299927,944.0800171,935.1199951,936.6900024,1672700
27/09/2017,959.9000244,959.9000244,965.4299927,941.9500122,942.7399902,2334600
28/09/2017,964.8099976,964.8099976,966.1799927,955.5499878,956.25,1400900
29/09/2017,973.7199707,973.7199707,975.8099976,966,966,2031100
02/10/2017,967.4699707,967.4699707,977.7399902,961.9500122,975.6500244,1539100
03/10/2017,972.0800171,972.0800171,972.4400024,962.710022,967.5599976,1083300
04/10/2017,966.7800293,966.7800293,974.4000244,965.6099854,971.7600098,1057800
05/10/2017,985.1900024,985.1900024,986.5100098,970.2700195,972.789978,1780900
06/10/2017,993.6400146,993.6400146,994.2600098,978.5100098,980,1553000
09/10/2017,992.3099976,992.3099976,1000.460022,991.5,995,1295500
10/10/2017,987.7999878,987.7999878,997.4699707,981.1099854,995.2999878,1163400
11/10/2017,1005.650024,1005.650024,1007.570007,987.9400024,989.039978,1815000
12/10/2017,1005.650024,1005.650024,1011.539978,1001.099976,1003.840027,1530700
13/10/2017,1007.869995,1007.869995,1014.76001,1007.059998,1009.109985,1327600
16/10/2017,1009.349976,1009.349976,1012,1001.52002,1009.630005,1071000
17/10/2017,1011,1011,1014.559998,1006.049988,1007.440002,1013000
18/10/2017,1012.73999,1012.73999,1016.309998,1005.320007,1011.049988,1279800
19/10/2017,1001.840027,1001.840027,1007.320007,997.2999878,1004.75,1714200
20/10/2017,1005.070007,1005.070007,1008.650024,1002.27002,1007.049988,1606000
23/10/2017,985.539978,985.539978,1005.789978,983.0999756,1005.179993,1639300
24/10/2017,988.4899902,988.4899902,989.2600098,977.0800171,986.5,1445100
25/10/2017,991.460022,991.460022,994.4299927,977.7199707,986.2700195,1528700
26/10/2017,991.4199829,991.4199829,1006.51001,990.4699707,998.4699707,2369800
27/10/2017,1033.670044,1033.670044,1063.619995,1026.849976,1030.98999,5184100
30/10/2017,1033.130005,1033.130005,1039.829956,1022.330017,1029.160034,2340200
31/10/2017,1033.040039,1033.040039,1041,1026.300049,1033,1516300
01/11/2017,1042.599976,1042.599976,1047.859985,1034,1036.319946,2163100
